stamp_s,x_m,y_m,yaw_rad,linear_velocity_mps,angular_velocity_radps,commanded_speed_mps,clearance_m,goal_distance_m,collision,goal_reached,contact_count,topology_id,global_replan_count,recovery_count,gear,predicted_ttc_s
3.708,0.0,0.0,0.0,0.0,0.0,0.0,0.85025373959546,0.5,false,false,0,single_teb,0,0,NEUTRAL,
3.808,0.0,0.0,0.0,0.0,0.0,0.0,0.8467301875387394,0.5,false,false,0,single_teb,2,0,NEUTRAL,
3.908,0.0,0.0,0.0,0.0,0.0,0.22081999832139967,0.8454436953106755,0.5,false,false,0,single_teb,2,0,NEUTRAL,
4.008,0.0035185548978890696,2.2130917699973493e-07,0.00025626052388241067,0.06731831721922812,0.006637329723103947,0.1392012298057287,0.8497693635417048,0.49648144510216025,false,false,0,single_teb,2,0,FORWARD,
4.108,0.012517139775715617,7.383984031075356e-06,0.0018363400107743,0.09850491381868544,0.02197472676004571,0.14691697103271156,0.846344594134348,0.48748286028020754,false,false,0,single_teb,2,0,FORWARD,
4.208,0.023492639020472297,4.077813883614042e-05,0.005137730076242799,0.11618807520314858,0.0407236033854228,0.14135583439996216,0.8400821293512137,0.47650736272436595,false,false,0,single_teb,2,0,FORWARD,
4.308,0.03573663122793855,0.00012787232069661527,0.010403711000168602,0.12571687546836874,0.060677628720648434,0.16880894016802012,0.8363859261194022,0.4642633863820337,false,false,0,single_teb,2,0,FORWARD,
4.408,0.04930852901496557,0.00030773654860177574,0.01776272137500103,0.14145683733582048,0.08123455806953628,0.22494935421853932,0.8163148317745641,0.45069157604778626,false,false,0,single_teb,2,0,FORWARD,
4.508,0.06498071444188133,0.000645139609966704,0.027352985370721627,0.16856231045132505,0.10652173221821849,0.24803942856440864,0.8038178302935395,0.43501976393333247,false,false,0,single_teb,2,0,FORWARD,
4.608,0.08350552391700228,0.0012424132455123027,0.03984159119965619,0.19619759334116835,0.13775520745932954,0.26763121531081174,0.7823546188835766,0.41649632915347934,false,false,0,single_teb,2,0,FORWARD,
4.708,0.10459931735941905,0.002212815730878377,0.055394166321812044,0.22008598675622915,0.16636630580872014,0.25589100219516653,0.7735096345255688,0.39540687448006795,false,false,0,single_teb,2,0,FORWARD,
4.808,0.12739521258828101,0.003637959661994193,0.07314143592326738,0.23316425491535392,0.18385199137066777,0.2405993813699652,0.7468644922295278,0.37262254675829076,false,false,0,single_teb,4,0,FORWARD,
4.908,0.15091905520325632,0.005539678752271239,0.09203910893053266,0.2368037645594327,0.19121061187772595,0.22043283910292227,0.7162664719833693,0.3491248975092805,false,false,0,single_teb,4,0,FORWARD,
5.008,0.17424962202835112,0.007872502995083968,0.11113688136644431,0.2320422722946696,0.18990982079018648,0.1838747646249157,0.690180214595087,0.3258454926066643,false,false,0,single_teb,4,0,FORWARD,
5.108,0.19617958098712177,0.01048101521735793,0.1293008049597029,0.21444843595249385,0.1768657581628668,0.23314767426449223,0.6648180702543582,0.30400114915760995,false,false,0,single_teb,4,0,FORWARD,
5.208,0.2178550954535573,0.013458903401220515,0.14738643993704653,0.22127858670142347,0.18313512731819911,0.10912752855029444,0.644984421432711,0.2824657310936756,false,false,0,single_teb,4,0,FORWARD,
5.308,0.2371458434543814,0.016450468924052667,0.1635725371639923,0.18031388958150538,0.14966688747227447,-0.04836715107946851,0.6173655573105709,0.26336842168553504,false,false,0,single_teb,4,0,FORWARD,
5.408,0.25157726654788093,0.018901823925463482,0.1749015009028775,0.12104391477125331,0.08561608167168125,-0.026076766155629257,0.6083894718322385,0.24914079040480672,false,false,0,single_teb,4,0,FORWARD,
5.508,0.26072298216608064,0.020540724615472156,0.18071124742641492,0.076830980996418,0.04327232466513575,-0.06161920714436577,0.5815400674182577,0.2401570582581791,false,false,0,single_teb,4,0,FORWARD,
5.608,0.26652326444374996,0.021607669809600782,0.18357762464335733,0.0487674217413352,0.020839892179125682,-0.09719961818406993,0.5560572751065578,0.2344744707651642,false,false,0,single_teb,4,0,FORWARD,
5.708,0.27020339779402736,0.02229310077344574,0.1849015037920524,0.03095445863704554,0.00920492788155883,-0.12159057478938463,0.5696210556644803,0.23087542252804877,false,false,0,single_teb,4,0,FORWARD,
5.808,0.27253887796053833,0.02273049606471572,0.18543869174703284,0.01964792222551336,0.0033671467058664227,-0.135004167398444,0.5610156907269394,0.22859404517790688,false,false,0,single_teb,6,0,FORWARD,
5.908,0.27402118789774765,0.02300868365218727,0.18559174452294108,0.012471251793039519,0.0005937420134579555,-0.14266079049511038,0.5578179139760902,0.22714713963101427,false,false,0,single_teb,6,0,FORWARD,
6.008,0.2749620501233789,0.023185333371869093,0.18557086921796637,0.007915957702816471,-0.0005980022020501252,-0.1518420905808433,0.5612748829390054,0.2262291726728393,false,false,0,single_teb,6,0,NEUTRAL,
6.108,0.27555925535618636,0.023297428948922488,0.1854825344544779,0.005024546644768466,-0.001003251653434647,-0.15459881427686645,0.554546553251733,0.22564666638773917,false,false,0,single_teb,6,0,NEUTRAL,
6.208,0.2759383301502223,0.023368543412800216,0.18537807795301503,0.003189262744098744,-0.001040996160884786,-0.1402904086014886,0.5565814910176736,0.22527698665666385,false,false,0,single_teb,6,0,NEUTRAL,
