stamp_s,x_m,y_m,yaw_rad,linear_velocity_mps,angular_velocity_radps,commanded_speed_mps,clearance_m,goal_distance_m,collision,goal_reached,contact_count,topology_id,global_replan_count,recovery_count,gear,predicted_ttc_s
2.966,0.0,0.0,0.0,0.0,0.0,0.0,0.8499479776711995,0.5,false,false,0,single_teb,0,0,NEUTRAL,
3.066,0.0,0.0,0.0,0.0,0.0,0.0,0.8495866444612217,0.5,false,false,0,single_teb,2,0,NEUTRAL,
3.166,0.0,0.0,0.0,0.0,0.0,0.24140089535629444,0.8538763143709931,0.5,false,false,0,single_teb,2,0,NEUTRAL,
3.266,0.005609990840966947,-5.005386223702048e-07,-0.0003105253553852834,0.08817495550886242,-0.006447367851886276,0.18463455240039642,0.8470970291489605,0.4943900091592864,false,false,0,single_teb,2,0,FORWARD,
3.366,0.01708383268871254,-7.0438287243681966e-06,-0.0006717364271990839,0.12683724669607938,0.0019094415244580887,0.23047546313983608,0.837276250014366,0.48291616736265813,false,false,0,single_teb,2,0,FORWARD,
3.466,0.03217603685952946,-1.1157692216823119e-05,0.0007077500001518776,0.16469251276896812,0.022810420472536085,0.2114796020289731,0.831913679365241,0.4678239632735271,false,false,0,single_teb,2,0,FORWARD,
3.566,0.04987131192107955,2.5038093515364828e-05,0.004500334509262403,0.1829296251991669,0.04824711281423051,0.2032659547507738,0.8116649886193228,0.45012868877528367,false,false,0,single_teb,2,0,FORWARD,
3.666,0.0686364062055715,0.00015387216723858872,0.010899873070377646,0.1903577457567974,0.07471186379155677,0.2194447132286572,0.7914313890627656,0.43136362123838,false,false,0,single_teb,2,0,FORWARD,
3.766,0.08822785885528661,0.0004359043376035736,0.020168028623300256,0.20000483715195533,0.10532089058005267,0.22870237928381051,0.7866059925556651,0.41177237187005794,false,false,0,single_teb,2,0,FORWARD,
3.866,0.10882108758350437,0.0009499251777558208,0.03263242932802346,0.2099277716088577,0.13648250062625233,0.3283428428478899,0.7544057066479558,0.3911800657973201,false,false,0,single_teb,2,0,FORWARD,
3.966,0.13180395534443734,0.0018451939884744758,0.04873222396326806,0.2463495580339345,0.1788849271443748,0.3189999085083526,0.7445493509176058,0.3682006681700295,false,false,0,single_teb,2,0,FORWARD,
4.066,0.1580847077553714,0.0033341198435911674,0.06861519140465365,0.2728860852134641,0.2104173295534849,0.2988452964583297,0.7080345207233011,0.3419315478657405,false,false,0,single_teb,4,0,FORWARD,
4.166,0.186039344975028,0.005502075015679062,0.09071089129228564,0.28358552959229555,0.22611556750954598,0.1955174079998725,0.6912432948484594,0.3140088625073943,false,false,0,single_teb,4,0,FORWARD,
4.266,0.2129719247048647,0.008188421692869357,0.11255390824020822,0.25765923252163553,0.20936897194086163,0.12402133326088169,0.6579209523125252,0.28714485239587717,false,false,0,single_teb,4,0,FORWARD,
4.366,0.23546905554015687,0.010899931455309871,0.13109248149424912,0.20884617487235468,0.1715418485883376,-0.06896509750650626,0.6395748227843725,0.26475541369827943,false,false,0,single_teb,4,0,FORWARD,
4.466,0.2513521733233324,0.013072931370623363,0.1428707129035022,0.13256227314785426,0.08873545771334619,-0.07470387428804967,0.6015350666639185,0.24899125134359876,false,false,0,single_teb,4,0,FORWARD,
4.566,0.26142040598166605,0.014546905638208136,0.1488614707432214,0.08414210254445248,0.04439684994891042,-0.1337644277500593,0.5897758804043296,0.23902266659377724,false,false,0,single_teb,4,0,FORWARD,
4.666,0.26780659828212894,0.015512661908434516,0.1517774299233635,0.05340805685117173,0.0210151071582074,-0.16505194693061573,0.5649568813079788,0.23271101925091997,false,false,0,single_teb,4,0,FORWARD,
4.766,0.2718587574298874,0.016134791070387403,0.1530914410620798,0.03390003874827172,0.00897381119755573,-0.2319954611590047,0.5502643280643826,0.2287110798459926,false,false,0,single_teb,4,0,FORWARD,
4.866,0.274430423835272,0.01653219006505557,0.153595938575281,0.021517589197014787,0.00300062949234074,-0.23404601392661364,0.5583121367706618,0.22617459406282162,false,false,0,single_teb,4,0,FORWARD,
4.966,0.2760626682670564,0.016784989017093663,0.1537111707322535,0.013657997511141261,0.00021844180764853712,-0.24227159698329973,0.5640256343129617,0.22456550135756467,false,false,0,single_teb,4,0,FORWARD,
5.066,0.27709870661502994,0.016945492574067144,0.15365514123829518,0.008669228430117084,-0.0009298360877451504,-0.2483354867336099,0.5554434382431583,0.22354448396520604,false,false,0,single_teb,6,0,NEUTRAL,
5.166,0.27775632646351667,0.017047314641910057,0.15353712894644367,0.005502675008707799,-0.0012760337821279947,-0.22844332558119707,0.5521544787294639,0.22289652613598818,false,false,0,single_teb,6,0,NEUTRAL,
5.266,0.2781737497597194,0.017111892942392508,0.15340891196669515,0.0034927482296193716,-0.0012559180645836392,-0.24643408079274726,0.548926027964838,0.22248528530160255,false,false,0,single_teb,6,0,NEUTRAL,
5.366,0.27843870864425985,0.017152850057017534,0.1532926010833043,0.0022169745035286086,-0.001091063367473915,-0.24158478956066265,0.5600094545516598,0.22222426980935656,false,false,0,single_teb,6,0,NEUTRAL,
5.466,0.27860689054373033,0.017178828611953908,0.15319587437552293,0.0014071944572516578,-0.0008779295341509421,-0.24368196795310232,0.560349526299638,0.22205859827350682,false,false,0,single_teb,6,0,NEUTRAL,
5.566,0.27871364317638786,0.017195308717908173,0.15312281006460451,0.0008931975705485306,-0.0006345998382394849,-0.25379780876441205,0.5417354710599269,0.22195344187052193,false,false,0,single_teb,6,0,NEUTRAL,
5.666,0.2787814036361765,0.017205764861405747,0.15307195599317455,0.0005669450273361339,-0.0004319397202605556,-0.25341874723858343,0.558938177775629,0.22188669568418531,false,false,0,single_teb,6,0,NEUTRAL,
5.766,0.2788244139616216,0.017212399851924198,0.15303800237241336,0.00035986065638733775,-0.00028500348579387733,-0.25415621675637273,0.5551668061444198,0.22184432958289163,false,false,0,single_teb,6,0,NEUTRAL,
5.866,0.27885171430504085,0.01721661052160556,0.15301583089556486,0.00022841666435279798,-0.0001848981020101824,-0.2535730240453905,0.5580196333456886,0.22181743832185946,false,false,0,single_teb,6,0,NEUTRAL,
5.966,0.2788690428781921,0.01721928285674796,0.15300152991814553,0.00014498437555757928,-0.00011882762008788247,-0.2538404000286123,0.5642743880646499,0.22180036947603932,false,false,0,single_teb,6,0,NEUTRAL,
6.066,0.27888004197545696,0.01722097895032135,0.15299236908866137,9.202686334371079e-05,-7.596042977353565e-05,-0.25333190971961467,0.5570703697729957,0.2217895352643652,false,false,0,single_teb,8,0,NEUTRAL,
6.166,0.2788870235115098,0.017222055467926118,0.15298652387576483,5.841280168509365e-05,-4.8410615658111845e-05,-0.25345435720223736,0.5609016356709939,0.22178265839812625,false,false,0,single_teb,8,0,NEUTRAL,
6.266,0.27889145495011924,0.01722273875069731,0.15298280257744548,3.70767325618652e-05,-3.079937691179787e-05,-0.2528392947180592,0.5574639351944519,0.22177829340165353,false,false,0,single_teb,8,0,NEUTRAL,
6.366,0.278894267746973,0.01722317244620674,0.15298043647655543,2.3533952452324854e-05,-1.957550881552707e-05,-0.25445982833711606,0.555872159006875,0.22177552277981227,false,false,0,single_teb,8,0,NEUTRAL,
6.466,0.27889605313213195,0.01722344772493026,0.15297893314762268,1.4937856703099536e-05,-1.2434769821451392e-05,-0.21930023938181717,0.5499934175825443,0.22177376416538186,false,false,0,single_teb,8,0,NEUTRAL,
6.566,0.2788971863813386,0.01722362245290538,0.15297797839135308,9.481601670368483e-06,-7.896255183129244e-06,-0.23512428899211435,0.5581347910429483,0.22177264790881845,false,false,0,single_teb,8,0,NEUTRAL,
6.666,0.27889790569597234,0.017223733358527685,0.15297737217657179,6.0183178900678845e-06,-5.013298789038316e-06,-0.2382448237525103,0.5627476739910059,0.2217719393801497,false,false,0,single_teb,8,0,NEUTRAL,
6.766,0.27889836227120346,0.017223803754128703,0.1529769873185092,3.820045545585921e-06,-3.1825815212466492e-06,-0.23606281112703223,0.5597050968384639,0.22177148965120994,false,false,0,single_teb,8,0,NEUTRAL,
6.866,0.27889865207614534,0.017223848436685087,0.15297674300905348,2.424722029793982e-06,-2.0202672749322326e-06,-0.2569779267402267,0.5591942675610866,0.22177120419187732,false,false,0,single_teb,8,0,NEUTRAL,
6.966,0.2788988360259023,0.017223876798292518,0.15297658792746535,1.539059378117043e-06,-1.2823979908708861e-06,-0.2525649876940386,0.5549478378888941,0.22177102300044432,false,false,0,single_teb,8,0,NEUTRAL,
7.066,0.2788989527855147,0.017223894800422176,0.15297648948808126,9.768970382024688e-07,-8.140068421028402e-07,-0.2549761160750823,0.5635700018875168,0.22177090799164367,false,false,0,single_teb,10,0,NEUTRAL,
7.166,0.2748843451275491,0.01659998915631265,0.1563618917630133,-0.07773101709876112,0.0647709681026208,-0.2535269511277221,0.5595417096726376,0.22572686527890765,false,false,0,single_teb,10,0,REVERSE,
7.266,0.2631128532231979,0.014696529050263071,0.16629823454635445,-0.1452407753013317,0.1210259453934318,-0.2914778485611968,0.5617682714132239,0.2373425968387879,false,false,0,single_teb,10,0,REVERSE,
7.366,0.24545573787107858,0.0116244243962102,0.1812327330390992,-0.1986558523639224,0.1655364050867843,-0.3,0.5677172917989661,0.25480955363820307,false,false,0,single_teb,10,0,REVERSE,
7.466,0.22362944760489145,0.0074576718528180826,0.19974892942648648,-0.23567317864892087,0.19638286644712757,-0.3,0.5883684479706364,0.27647115419269647,false,false,0,single_teb,10,0,REVERSE,
7.566,0.19910835697551446,0.002279843132551063,0.2206329256908043,-0.25916942377380475,0.21596229437241132,-0.3,0.5892589166275937,0.3009002800375624,false,false,0,single_teb,10,0,REVERSE,
