episode_id,term_type,time_sec,steps,collisions,sum_reward
0,success,7.489999999999998,2,1,-4.432573923561776
2,success,13.731000000000002,3,0,7.37884650627828
3,success,17.370999999999995,4,0,9.478160129457851
4,success,13.843000000000004,3,1,4.803300239970709
5,collision,30.85900000000001,7,3,-0.35890742148914256
6,success,12.169999999999987,3,0,5.659065193739318
7,success,18.519999999999982,4,1,4.034592829243125
8,success,15.187999999999988,4,0,9.520822532092795
9,collision,26.04400000000001,6,7,-12.788874237367459
10,success,11.50399999999999,3,0,5.341985247139281
11,timeout,82.86199999999997,17,0,-15.29796942458228
12,success,11.838000000000022,3,0,4.848884800143415
13,collision,26.34699999999998,6,4,-4.288179132955314
14,success,12.185000000000002,3,1,4.110619155561485
15,timeout,88.65800000000002,18,0,-15.409679417285666
16,collision,29.019000000000005,7,6,-10.19926332214552
17,collision,11.988000000000056,3,5,-9.721529437802321
18,timeout,50.198999999999955,10,0,-12.880585169984506
19,success,14.757000000000062,4,0,7.552756589179104
20,collision,22.291000000000054,5,5,-7.114754642142608
21,success,13.897000000000048,3,0,8.254634267064409
22,success,17.048000000000002,4,0,10.038969537102183
23,collision,17.206999999999994,4,4,-4.407102329533965
24,timeout,39.58000000000004,8,0,-12.500275020327697
25,success,12.779999999999973,3,0,3.8120398466010563
26,success,18.146000000000072,4,1,5.981784631814399
27,timeout,50.041000000000054,10,1,-15.784259649022315
28,success,17.394999999999982,4,2,-1.1641846808024479
29,timeout,49.669000000000096,10,0,-13.19699754189686
30,success,15.827999999999975,4,0,10.304570625451367
31,collision,34.631000000000085,8,4,-4.115895635536602
32,success,11.670000000000073,3,1,2.793272069048748
33,success,13.480000000000018,3,1,3.844646353484876
34,success,17.19399999999996,4,1,9.45432184906554
35,success,27.238000000000056,6,2,-2.391036814086604
36,collision,24.228000000000065,6,3,-0.6348066108279831
37,collision,12.571999999999889,3,5,-9.568445182800152
38,timeout,49.74000000000001,10,0,-12.68607717483564
39,collision,21.804000000000087,5,3,0.42837805890785496
40,success,14.076000000000022,3,0,7.671146648036979
41,timeout,34.480999999999995,7,0,-12.387068379773734
42,collision,26.785000000000082,6,3,-0.9392462152297743
43,success,14.526000000000067,4,0,7.417324181228729
44,timeout,34.63499999999999,7,0,-12.419253445121718
45,success,13.894999999999982,3,1,6.902093502223749
46,timeout,30.1099999999999,6,1,-15.090250969389588
47,success,13.234000000000151,3,2,1.7884420855581258
48,success,16.46199999999999,4,0,9.394435030589017
49,timeout,48.57899999999995,10,0,-12.907756323508806
50,success,17.299999999999727,4,1,7.145745461016087
51,collision,13.566000000000258,3,4,-3.599922526649089
52,timeout,118.0319999999997,24,0,-17.253469797029762
53,collision,28.19399999999996,6,10,-22.529721659947995
54,collision,15.75500000000011,4,4,-2.43366991790026
55,success,12.813000000000102,3,0,5.863963108175957
56,collision,15.826000000000022,4,3,-0.5329714774927812
57,timeout,73.88200000000006,15,0,-13.572693480823219
58,success,23.593999999999596,6,2,3.014023889538528
59,success,11.375,3,0,4.848883646602443
60,success,11.791999999999916,3,1,3.183647237948671
61,success,12.62099999999964,3,0,6.76771051083483
62,timeout,98.88499999999976,20,0,-15.776939996232958
63,success,11.75500000000011,3,1,2.053470453699976
64,collision,17.54399999999987,4,5,-7.73633967925147
65,timeout,53.93299999999999,11,0,-13.084956771551775
66,success,12.568000000000211,3,2,-0.8469950726516222
67,timeout,64.59799999999996,13,0,-13.16412241583581
68,success,18.83199999999988,4,1,7.298103514818369
69,timeout,95.40099999999984,19,0,-15.257575133924627
70,success,17.169999999999618,4,0,10.238423133198646
71,timeout,64.68100000000004,13,0,-14.327683663912586
72,collision,30.753999999999905,7,8,-15.691242414962007
73,success,11.860000000000127,3,0,6.274773351267349
74,collision,14.538000000000011,4,3,-1.540545432125775
75,timeout,59.86899999999969,12,0,-13.56346335346728
76,collision,12.690000000000055,3,4,-3.9940922087887483
77,success,17.26599999999962,4,2,2.5490346545152267
78,timeout,53.697999999999865,11,0,-13.057257663215129
79,success,18.791999999999916,4,2,-0.4084378409263638
80,success,18.934000000000196,4,1,6.4165039461951805
81,success,17.47099999999955,4,0,10.601409896220034
82,timeout,63.83399999999983,13,0,-14.043699097583676
83,success,15.934999999999945,4,2,-0.5558370187616735
84,timeout,60.27099999999973,12,0,-13.236942612442679
85,success,13.786000000000058,3,0,9.528714330509253
86,success,17.69499999999971,4,1,6.843072141557665
87,success,17.84999999999991,4,2,3.2367107273113556
88,timeout,39.25799999999981,8,0,-12.450393441326776
89,success,9.840999999999894,3,0,5.639304561950302
90,collision,14.14599999999973,4,6,-12.209541740294139
91,timeout,91.9399999999996,19,0,-14.971496245300363
92,success,10.26299999999992,3,1,1.4877560195092432
93,success,13.472999999999956,3,1,2.528250410016639
94,success,119.90700000000015,25,0,-16.27966596261949
95,success,28.806000000000495,7,1,5.103730032138445
