episode_id,term_type,time_sec,steps,collisions,sum_reward
0,collision,14.5,4,5,-9.368652162969497
1,success,13.171,3,2,-1.7927412659824018
2,success,14.278999999999996,3,0,8.991890933153215
3,success,21.342000000000006,5,2,3.4776611860462268
4,collision,28.351,7,5,-6.907320899119954
5,success,12.189999999999998,3,0,4.874920737668401
6,collision,15.841999999999985,4,3,-1.3653841541840004
7,success,12.656000000000006,3,0,6.590442690205801
8,collision,30.80200000000002,7,7,-12.91605027670671
9,success,12.652999999999992,3,1,4.5711316481180395
10,success,16.557000000000016,4,1,4.945880420286294
11,success,16.405999999999977,4,0,8.10934972223125
12,success,12.619,3,1,4.914549700760104
13,collision,18.581999999999994,4,4,-2.873881408688809
14,success,14.009999999999991,3,0,29.83512410263624
15,collision,17.75799999999998,4,5,-9.79100896018302
16,success,14.129999999999995,4,0,8.574874800689189
17,collision,18.651999999999987,4,6,-12.00398675244765
18,success,21.12900000000002,5,2,4.273066022963946
19,success,14.303999999999974,4,1,3.871008533496182
20,success,10.033999999999992,3,1,1.8407127542385986
21,success,9.591999999999985,3,1,0.9959103753892435
22,collision,27.64100000000002,6,3,-0.7205926387026658
23,success,16.730999999999995,4,1,7.439833112601317
24,collision,16.413999999999987,4,3,-1.3447280479214
25,success,16.90300000000002,4,0,7.258873122383962
26,collision,31.58000000000004,7,8,-15.709786078800699
27,success,16.33800000000008,4,1,6.768605884194239
28,success,15.574999999999932,4,0,7.194397801237761
29,success,15.934999999999945,4,1,2.9849007782185843
30,collision,36.047000000000025,8,16,-41.07290543273502
31,success,14.240000000000009,3,1,7.650760644336819
32,success,15.836999999999989,4,2,4.466610095585043
33,collision,11.244000000000028,3,4,-5.858584388117268
34,success,18.802999999999997,4,0,6.712816574439797
35,collision,24.936000000000035,6,4,-2.5416438204280256
36,success,11.341000000000008,3,0,6.058243153945462
37,success,14.305999999999926,4,0,7.347000615657674
38,collision,16.952999999999975,4,6,-14.44330294175238
39,success,23.149999999999977,5,2,2.7693666357831797
40,success,18.824999999999932,4,2,24.072949699537016
41,success,11.038999999999987,3,1,2.753212479283791
42,collision,16.36500000000001,4,5,-8.436788673360958
43,collision,32.29499999999996,7,5,-6.8890954556915025
44,success,16.46199999999999,4,0,9.72422249203381
45,success,11.54600000000005,3,1,4.763805295598065
46,success,12.890999999999963,3,1,4.099852109059377
47,success,16.611999999999966,4,1,6.702502357047468
48,collision,28.099000000000046,6,6,-10.047531717114925
49,success,14.38900000000001,3,0,10.17680786796565
50,collision,33.43399999999997,8,7,-9.106316821795017
51,success,34.95900000000006,8,2,2.1560333872986845
52,success,13.128999999999905,3,1,4.644075831313707
53,collision,26.644999999999982,6,5,-6.033848332602582
54,success,16.95900000000006,4,2,2.8029825378215794
55,collision,16.44900000000007,4,3,-1.1467838806616504
56,success,17.49000000000001,4,2,0.599977428182104
57,success,14.200000000000045,3,1,7.1719284731285216
58,success,16.692000000000007,4,1,7.434030439444923
59,collision,18.34699999999998,4,7,-13.311163172659425
60,success,23.64300000000003,6,2,3.023385385241582
61,success,10.687999999999874,3,1,2.4898229898843045
62,collision,18.23199999999997,4,3,-2.889387578847362
63,collision,21.309999999999945,5,8,-14.053453925742076
64,collision,16.870999999999867,4,3,-0.05089823720463382
