episode_id,term_type,time_sec,steps,collisions,sum_reward
1,collision,21.494,5,3,0.44624904485935524
2,timeout,43.047,8,3,-13.482724276045348
3,collision,14.23399999999998,4,3,-3.766539953006469
4,collision,21.689999999999998,5,8,-15.19325060809338
5,success,13.406999999999982,3,1,4.243935916280206
6,collision,21.492999999999995,5,3,0.28451847190045765
7,success,12.977000000000004,3,0,7.076178844027982
8,collision,37.650000000000034,8,4,-3.6545003691921423
9,success,18.826000000000022,4,1,6.501468103629293
10,success,17.184000000000026,4,1,7.097050614018025
11,success,14.759000000000015,4,1,4.332149996376318
12,success,25.68900000000002,6,1,4.4529114337756335
13,success,13.468999999999994,3,1,4.4311734570487555
14,collision,23.269000000000005,5,4,-3.0373065507927812
15,success,16.915999999999997,4,1,7.079660591855816
16,collision,24.081999999999994,6,3,-1.1508894775426963
17,success,14.279999999999973,3,1,22.594430939960247
18,success,13.221000000000004,3,0,5.539623444650524
19,success,18.920000000000073,4,1,7.194941165800783
20,collision,26.897000000000048,6,3,0.46537436583195557
21,success,14.259000000000015,3,1,4.24210073344942
22,success,17.46199999999999,4,0,10.500317326589805
23,success,17.635999999999967,4,0,8.516401985445041
24,success,32.375999999999976,7,2,2.289438855962991
25,success,15.496999999999957,4,2,2.3080111664578986
26,collision,14.551000000000045,4,4,-7.532088140873421
27,collision,18.475000000000023,4,4,-6.465030268855648
28,success,28.090000000000032,6,2,2.4047414294179825
29,success,16.612999999999943,4,1,6.096968456555777
30,success,12.890999999999963,3,1,3.7175546894446967
31,success,17.932000000000016,4,1,5.491469328095436
32,collision,36.702,8,5,-7.345502914462822
33,success,13.869000000000028,3,1,5.172334138073437
34,success,17.75400000000002,4,0,9.640449166619529
35,success,16.74000000000001,4,1,5.05772240159731
36,collision,29.008000000000038,6,5,-6.57482669269356
37,success,18.038999999999987,4,0,10.369122894086365
38,success,14.30099999999993,3,0,8.989230371683941
39,collision,28.873000000000047,6,3,0.312738919072844
40,success,22.803999999999974,5,2,3.5676434075136747
41,success,13.503000000000043,3,0,7.690781255445673
42,success,15.245000000000005,4,2,3.5379855205188075
43,success,22.56899999999996,5,2,-0.9915110406489713
44,collision,30.222999999999956,7,3,-0.8470521569273295
45,success,17.55600000000004,4,2,-0.28718703838207915
46,success,15.275000000000091,4,2,1.9753640863338795
47,success,12.998000000000047,3,1,1.667481189317506
48,success,29.230000000000018,6,2,1.870301553877093
49,success,18.971000000000004,4,1,6.843944475056778
50,success,15.22700000000009,4,2,4.205192417953098
51,success,14.305000000000064,3,2,-0.5926731001883594
52,collision,37.190000000000055,8,3,-0.24568229374382256
53,success,14.160000000000082,3,2,1.806548776498059
54,success,17.31899999999996,4,1,6.931917517776723
55,success,13.523000000000138,3,2,2.1750360362762047
56,collision,33.94900000000007,7,3,-0.27570154880582187
57,collision,17.208000000000084,4,3,1.3543287145670089
58,success,13.909000000000106,3,0,7.369991346451636
59,success,17.855000000000018,4,0,6.154922058660704
60,collision,37.753000000000156,8,5,-7.118702944996436
61,collision,16.888000000000147,4,3,0.12137789353410255
62,success,14.325000000000045,3,2,1.1218404420631094
63,collision,29.613000000000056,7,7,-10.667072555405877
64,success,11.831000000000131,3,2,-1.0865991662633636
65,collision,20.87000000000012,5,3,-2.4665345458714336
66,success,14.257000000000062,3,2,-0.21869801563213098
67,collision,23.951999999999998,5,7,-9.962415513235207
68,collision,24.442000000000007,5,3,0.5308158710814697
69,collision,24.738000000000056,6,6,-7.92578060528086
70,collision,18.355999999999995,4,4,-6.379921378581335
71,success,15.870999999999867,4,1,5.793357539551495
72,success,17.33499999999981,4,2,2.96124819405685
73,success,14.924999999999955,4,1,4.422576279083263
74,collision,13.268000000000029,3,3,-4.287010927894699
75,success,14.221000000000004,3,1,5.537618313161935
76,collision,22.913999999999987,5,5,-5.077548555349815
77,collision,22.31899999999996,5,3,-0.281421154606436
78,success,14.287000000000035,3,0,8.257294775700139
79,success,16.815000000000055,4,1,7.268611254305226
80,success,12.788000000000011,3,0,7.344164568591014
81,collision,26.84999999999991,6,4,-3.3720146957041566
82,success,21.289999999999964,5,2,0.542037142305885
83,collision,14.269999999999982,3,3,-2.9687224165679895
84,success,19.031999999999925,4,0,10.120311580389977
85,success,28.739000000000033,6,1,6.519005085352703
86,success,15.279999999999973,4,1,7.182276099914468
87,success,13.866999999999962,3,1,1.9826891568089096
88,success,17.721000000000004,4,1,6.833731207883423
89,collision,32.298,7,6,-9.815910273474781
90,success,14.865999999999758,4,1,5.140068598910526
91,success,12.71100000000024,3,0,5.357149725099228
92,collision,21.494000000000142,5,6,-10.5075807509531
93,success,25.463000000000193,6,1,5.011326654228585
94,collision,19.16899999999987,5,4,-0.6431565536691322
95,success,12.565999999999804,3,0,3.963680593180161
96,success,20.730000000000018,5,1,4.523547095715232
97,collision,29.608000000000175,7,3,-1.6033267396514672
98,success,16.70699999999988,4,1,2.335713216522982
99,success,13.393000000000029,3,0,7.098677204263775
100,success,17.766000000000076,4,2,2.836974258852316
101,success,4.949000000000069,1,0,9.653963482789731
