episode_id,tau,rho,eri_rule,eri_nn,eri_act,api_type,alpha,beta,band,acted_by,dt,progress,collision,reward,done
1,0.19651639461517334,0.020696517412935322,0.2694093892174118,6.547083854675293,6.547083854675293,,,,5,student,0.0,0.0,0,0.0,False
1,0.19651639461517334,0.020696517412935322,0.2694093892174118,6.547083854675293,6.547083854675293,,,,5,student,4.998999999999999,7.410656851100105,1,4.060726851100106,False
1,0.7889782190322876,0.01691542288557214,0.6023080589951317,3.0717861652374268,3.0717861652374268,,,,1,student,4.918000000000003,6.714901427992226,0,6.370641427992226,False
1,0.5219184756278992,0.00835820895522388,0.38310716385778687,0.7666700333356857,0.7666700333356857,,,,3,student,4.035,6.275134619028348,0,-4.007315380971652,True
2,0.23571133613586426,0.029253731343283584,0.33732299389554293,0.5519632622599602,0.5519632622599602,,,,2,student,0.0,0.0,0,0.0,False
2,0.23571133613586426,0.029253731343283584,0.33732299389554293,0.5519632622599602,0.5519632622599602,,,,2,student,4.759999999999998,7.0429482393952565,0,6.709748239395257,False
2,0.8268643617630005,0.018308457711442787,0.6335873940654536,2.203890383243561,2.203890383243561,,,,3,student,4.891000000000005,5.265561026650355,1,1.923191026650354,False
2,0.5650985240936279,0.014129353233830846,0.4500409835944146,2.042163759469986,2.042163759469986,,,,8,student,4.909999999999997,6.3787792582029414,0,6.035079258202941,False
2,0.34424760937690735,0.015323383084577114,0.3253596513850072,1.3165384531021118,1.3165384531021118,,,,2,student,1.436,2.455252757091392,0,-7.6452672429086075,True
3,0.04814198985695839,0.019303482587064675,0.1722939193547507,1.9879746437072754,1.9879746437072754,,,,6,student,0.0,0.0,0,0.0,False
3,0.04814198985695839,0.019303482587064675,0.1722939193547507,1.9879746437072754,1.9879746437072754,,,,6,student,5.008000000000003,5.899967708709868,1,2.549407708709868,False
3,0.6744458079338074,0.018507462686567163,0.5433351513960822,2.9696261882781982,2.9696261882781982,,,,1,student,4.702999999999996,6.8813050307978125,0,6.552095030797813,False
3,0.3868049085140228,0.018308457711442787,0.369551722116067,0.03366327378898859,0.03366327378898859,,,,0,student,2.9890000000000043,0.0,0,-10.20923,True
4,0.17151209712028503,0.024875621890547265,0.2771804977564344,5.23540198802948,5.23540198802948,,,,2,student,0.0,0.0,0,0.0,False
4,0.17151209712028503,0.024875621890547265,0.2771804977564344,5.23540198802948,5.23540198802948,,,,2,student,4.7960000000000065,4.090728564167945,1,0.7550085641679445,False
4,0.7617592811584473,0.017313432835820895,0.5884468906946412,1.9902469217777252,1.9902469217777252,,,,0,student,4.834999999999994,5.852760036952072,0,5.514310036952072,False
4,0.6160381436347961,0.012338308457711443,0.4684503071983002,1.3420356810092926,1.3420356810092926,,,,1,student,4.765000000000001,7.044298331555133,0,6.710748331555133,False
4,0.3528819978237152,0.017313432835820895,0.343120520693802,1.8254245817661285,1.8254245817661285,,,,4,student,1.8629999999999995,2.114273626604183,0,-8.016136373395817,True
5,0.08620917052030563,0.02447761194029851,0.2239229005045775,4.169644117355347,4.169644117355347,,,,4,student,0.0,0.0,0,0.0,False
5,0.08620917052030563,0.02447761194029851,0.2239229005045775,4.169644117355347,4.169644117355347,,,,4,student,4.829000000000008,0.39824396237149884,0,0.060213962371498286,False
5,0.824135422706604,0.020497512437810946,0.6448407840729786,1.6460862755775452,1.6460862755775452,,,,7,student,4.847999999999999,1.0550082937966572,1,-2.284351706203343,False
5,0.8080990314483643,0.020497512437810946,0.6352189493180347,1.2390603870153427,1.2390603870153427,,,,7,student,4.745999999999995,2.2715234793809707,0,1.939303479380971,False
5,0.718620240688324,0.018109452736318407,0.5674365317599518,1.2795627117156982,1.2795627117156982,,,,2,student,4.740000000000009,6.330658104802181,2,-0.001141895197819487,False
5,0.6636093258857727,0.012736318407960199,0.4997374385635713,2.190611809492111,2.190611809492111,,,,7,student,4.744,4.510938389199907,1,1.178858389199907,False
5,0.39615970849990845,0.018706467661691543,0.37755690644808926,1.7801570892333984,1.7801570892333984,,,,5,student,4.1569999999999965,5.928776094062756,0,-4.362213905937244,True
6,0.22257156670093536,0.021492537313432834,0.2895507567915383,1.4677329361438751,1.4677329361438751,,,,1,student,0.0,0.0,0,0.0,False
6,0.22257156670093536,0.021492537313432834,0.2895507567915383,1.4677329361438751,1.4677329361438751,,,,1,student,4.759,7.115379253390875,0,6.782249253390876,False
6,0.8343600034713745,0.020298507462686566,0.6498302805614508,2.6508405804634094,2.6508405804634094,,,,7,student,4.801000000000002,6.789165938033796,0,6.453095938033796,False
6,0.5402373671531677,0.012139303482587065,0.42158818035459916,2.1264006197452545,2.1264006197452545,,,,6,student,4.799999999999997,6.495494785809173,0,6.159494785809173,False
