run_id,episode_id,algorithm,scene_id,scene_split,training_seed,seed,config_version,git_commit,git_dirty,submodule_commits_json,policy_checkpoint_sha256,scenario_manifest_sha256,localization_mode,success,collision,terminated,truncated,termination_reason,path_length,navigation_time,path_efficiency,smoothness,linear_acc_rms,angular_acc_rms,min_obstacle_distance,near_collision_time_ratio,parameter_adjustment_count,parameter_total_variation,projection_intervention_count,safety_filter_intervention_count,safety_fallback_count,fallback_duration,fallback_recovery_count,planner_failure_count,candidate_parameter_violation_count,semantic_direction_consistency,inference_latency_mean,parameter_write_latency_mean,parameter_activation_latency_mean,operator_intervention_count,bag_uri,notes
t12p_directional_seed101,t12p_directional_seed101-episode-000001,RL-TEB-Eta-FullSafety,t12p-obstacle-center,test_id,101,601,t11_gazebo_formal_v1+T12Safety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},c9292199b4bacbc25d08732f4a9d7703138d47a27563b0fa9580b574d326c5d5,2e5c173a691654cbf59da6e905c69c09dc89196057a8ff22af2c2ab82f1eae37,gazebo,true,false,true,false,goal,5.973455776570522,7.652,0.8738106062051284,0.5798163534719967,,,0.33414628022629256,0.0,11,2.890649680516642,5,9,0,0.0,0,0,5,,1.0621100002688102,17.63636363636363,65.09090909090918,0,,T11 test phase; undiscounted_return=28.0054546
t12p_directional_seed101,t12p_directional_seed101-episode-000002,RL-TEB-Eta-FullSafety,t12p-obstacle-offset,test_id,101,601,t11_gazebo_formal_v1+T12Safety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},c9292199b4bacbc25d08732f4a9d7703138d47a27563b0fa9580b574d326c5d5,2e5c173a691654cbf59da6e905c69c09dc89196057a8ff22af2c2ab82f1eae37,gazebo,true,false,true,false,goal,6.138773203547262,6.541999999999998,0.9488722038298129,0.2806481966161296,,,0.34867555825505436,0.0,9,1.9447079635278752,3,6,0,0.0,0,0,3,,0.8384563310149437,18.888888888888882,63.55555555555525,0,,T11 test phase; undiscounted_return=30.3620078
t12p_directional_seed101,t12p_directional_seed101-episode-000003,RL-TEB-Eta-FullSafety,t12p-corridor-narrow,test_ood,101,601,t11_gazebo_formal_v1+T12Safety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},c9292199b4bacbc25d08732f4a9d7703138d47a27563b0fa9580b574d326c5d5,2e5c173a691654cbf59da6e905c69c09dc89196057a8ff22af2c2ab82f1eae37,gazebo,true,false,true,false,goal,4.920216269495189,5.359999999999999,1.0092524585708635,0.23507591183920085,,,0.32907572527345985,0.0,7,3.4759922957913383,0,6,0,0.0,0,0,0,,1.818402425020135,18.285714285714302,68.00000000000038,0,,T11 test phase; undiscounted_return=26.4906539
t12p_directional_seed101,t12p_directional_seed101-episode-000004,RL-TEB-Eta-FullSafety,t12p-corridor-tight,test_ood,101,601,t11_gazebo_formal_v1+T12Safety,e9b9a9e17ac5e7e35d95eec2a7ad7c7667049da7,true,{},c9292199b4bacbc25d08732f4a9d7703138d47a27563b0fa9580b574d326c5d5,2e5c173a691654cbf59da6e905c69c09dc89196057a8ff22af2c2ab82f1eae37,gazebo,false,false,true,false,planner_failure,8.73305011722745,18.882,0.5145257234533549,1.592981372700705,,,0.2891084863704142,0.02780425802351457,24,14.918631089454237,0,22,0,0.0,0,1,0,,1.0795324578793952,17.91666666666636,68.08333333333277,0,,T11 test phase; undiscounted_return=9.8829833
