episode_id,term_type,time_sec,steps,collisions,sum_reward
1,success,11.325000000000003,3,1,1.6699639927538108
2,success,11.799,3,2,0.20577506537665347
3,success,13.893999999999998,3,0,6.614129886884368
4,collision,18.76400000000001,4,4,-2.0141059961896177
5,success,30.26700000000001,7,2,2.447906838253431
6,success,9.849999999999994,3,0,5.847775014555628
7,collision,25.769000000000005,6,6,-12.498004384153234
8,success,16.966999999999985,4,1,2.7248302922522267
9,collision,14.86699999999999,4,4,-3.9559255942483817
10,success,10.511000000000024,3,0,4.857564332967758
11,success,16.194999999999993,4,1,2.7098244467652126
12,success,12.391999999999996,3,1,3.2101913576274654
13,success,13.895999999999987,3,1,5.07068406641826
14,collision,18.95500000000004,4,3,1.209524624506889
15,success,16.875,4,0,9.989848194550138
16,collision,16.93399999999997,4,3,-0.846297532379575
17,success,13.499000000000024,3,2,1.7431526318567077
18,collision,23.730000000000018,5,5,-6.738873478847406
19,collision,18.130999999999972,4,5,-5.265713397873498
20,success,13.895000000000039,3,1,5.21564524451874
21,success,18.224999999999966,4,2,4.27976291076081
22,success,14.894000000000005,4,0,9.148290282096445
23,collision,32.886000000000024,7,4,-3.78977085520232
24,success,16.31400000000002,4,1,6.855471417792513
25,success,13.657999999999959,3,1,3.6052894403733466
26,success,15.841000000000065,4,0,9.861873724878356
27,collision,27.746999999999957,6,7,-12.360554205005634
28,success,16.33400000000006,4,1,7.2712527815133505
29,success,13.396000000000072,3,1,3.952802523611055
30,success,19.121000000000095,4,1,6.460818634975836
31,collision,33.33000000000004,7,7,-11.196947225467902
32,success,16.879999999999995,4,2,4.211726052804456
33,success,12.760999999999967,3,1,0.805681750288981
34,success,13.951999999999998,3,0,8.265331196242059
35,collision,16.899999999999977,4,3,0.8389271245087775
36,collision,23.575000000000045,5,3,-0.5917552866300912
37,success,17.861999999999966,4,2,4.578730527315562
38,success,17.348999999999933,4,1,5.767794309841367
39,success,17.264999999999986,4,1,5.463758205272217
40,success,34.108999999999924,7,2,1.995027985770336
41,success,17.80200000000002,4,0,10.56120757864196
42,success,17.853000000000065,4,1,6.4123165266681585
43,success,14.746000000000095,4,1,6.210976420392665
44,collision,29.267999999999915,6,3,-0.6932242098719832
45,success,16.990999999999985,4,0,10.129456899492531
46,success,14.390999999999963,3,2,2.2281996595814606
47,collision,18.208000000000084,4,5,-4.639519945813792
48,collision,24.331999999999994,5,3,0.19784114301511035
49,success,16.353999999999928,4,0,10.046580888591754
50,success,11.642000000000053,3,1,3.0605827906999323
51,success,13.638000000000034,3,1,3.6549746558579574
52,success,16.173999999999978,4,0,9.328455912845605
53,collision,21.12200000000007,5,3,-0.6221061862651212
54,success,19.707000000000107,5,1,2.7381583561563207
55,success,17.02800000000002,4,1,2.7905771194010285
56,success,13.662000000000035,3,0,7.669617356928488
57,collision,26.18100000000004,6,4,-3.190263754577752
58,success,16.760999999999967,4,0,5.749297799270961
59,success,15.917000000000144,4,2,0.559954835553361
60,success,12.611000000000104,3,2,-0.4737914906822924
61,success,20.97400000000016,5,2,2.5213319433260075
62,success,15.517000000000053,4,0,5.848825939870503
63,collision,13.865999999999985,3,3,-3.8444028829621173
64,collision,18.083000000000084,4,4,-2.266613791025356
65,collision,16.27500000000009,4,3,-0.8683800766492134
66,success,19.798000000000002,4,6,10.659572865341737
67,collision,13.173000000000002,3,4,-6.1919497134700485
68,success,16.654999999999973,4,1,5.888481396972152
69,success,13.149000000000115,3,0,6.815048017801468
70,collision,31.34699999999998,7,12,-27.575465147479587
71,collision,23.07400000000007,5,4,-6.404095219654007
72,success,15.92100000000005,4,2,3.623451884941449
73,success,11.905999999999949,3,0,5.35522959992884
74,collision,31.875999999999976,7,3,-1.0162678808850085
75,collision,19.189000000000078,4,5,-7.014439214390756
76,success,17.460000000000036,4,2,3.777709292478397
77,success,14.63000000000011,4,2,1.9206178044235092
78,collision,27.40300000000002,6,4,-3.473618217757793
79,success,14.169000000000096,3,1,5.422486506667045
80,collision,22.930000000000064,5,5,-5.96677552707475
81,success,15.44399999999996,4,0,8.998294388696191
82,collision,26.846000000000004,6,4,-3.4187648364956598
83,success,14.11700000000019,3,1,3.653948518613489
84,success,17.854000000000042,4,2,4.466370157820637
85,success,17.086000000000013,4,1,5.355696876488106
86,collision,41.705000000000155,9,4,-4.308456468032518
87,success,13.524000000000115,3,0,8.160969330165836
88,success,24.59199999999987,5,2,2.915096581236714
89,collision,45.20900000000006,10,5,-6.796911959286383
90,collision,18.855999999999995,4,5,-9.107161261262567
91,success,19.80099999999993,4,1,6.735783391363232
92,collision,37.97700000000009,8,7,-12.291512900720628
93,success,16.69900000000007,4,1,4.9978732655452855
94,success,18.313000000000102,4,1,2.98624380979835
95,success,14.416000000000167,3,0,9.215393721533532
96,success,28.09400000000005,6,2,3.1055877011501796
97,success,14.736999999999853,3,1,5.310779204944296
98,success,19.29399999999987,4,0,9.72555802525007
99,success,21.902000000000044,5,2,3.7036817906426887
100,success,24.86999999999989,5,3,19.551663389477458
101,timeout,33.75600000000031,7,1,-15.362920000000022
