episode_id,term_type,time_sec,steps,collisions,sum_reward
0,success,3.9529999999999994,1,2,-16.27671
1,collision,11.818000000000001,3,4,-22.827260000000003
2,collision,16.645000000000003,5,4,-23.16515
3,collision,10.964999999999996,3,4,-22.76755
4,success,18.843999999999994,5,2,-17.31908
5,collision,15.543999999999997,4,4,-23.08808
6,success,12.326999999999998,3,2,-16.86289
7,collision,30.212000000000018,8,10,-41.915797520967075
8,success,9.935000000000002,3,1,-13.69545
9,collision,12.423000000000002,3,3,-19.86961
10,collision,13.40300000000002,4,4,-22.938210000000005
11,collision,11.512999999999977,3,4,-22.805909999999997
12,success,12.848000000000013,4,1,-13.899360000000001
13,success,8.747000000000014,3,2,-16.61229
14,success,10.167000000000002,3,2,-16.71169
15,collision,31.713000000000022,8,8,-35.23908396132559
16,success,12.759000000000015,4,1,-13.89313
17,success,9.80600000000004,3,2,-16.686420000000002
18,collision,16.365999999999985,4,4,-23.14562
19,timeout,42.045000000000016,10,4,-24.43973993887122
20,collision,19.043999999999983,5,5,-26.333079999999995
21,collision,19.52600000000001,5,4,-23.36682
22,success,19.361999999999966,5,1,-14.355339999999998
23,success,13.803999999999974,4,1,-13.966279999999998
24,collision,20.127999999999986,5,6,-29.40896
25,collision,20.576999999999998,5,4,-23.44039
26,collision,16.54400000000004,4,7,-32.15808
27,collision,21.50999999999999,6,3,-20.505699999999997
28,collision,28.942999999999984,7,3,-19.729420805932424
29,collision,26.53200000000004,7,4,-23.636180006814385
30,collision,29.354000000000042,7,4,-24.02712164067501
31,collision,16.55200000000002,5,4,-23.158640000000002
32,success,18.298000000000002,5,1,-14.28086
33,collision,33.249000000000024,8,12,-47.850758406199354
34,collision,23.11500000000001,6,3,-20.609728929793555
35,success,17.735000000000014,5,2,-17.24145
36,collision,23.18100000000004,6,10,-41.13333603513993
37,success,12.030000000000086,3,1,-13.842100000000006
38,success,23.052999999999997,6,2,-17.61371
39,collision,30.389999999999986,8,3,-21.127299999999998
40,success,10.373000000000047,3,1,-13.726110000000004
41,collision,19.089000000000055,5,5,-26.204830480844528
42,collision,26.956999999999994,7,3,-20.413477806739415
43,collision,18.145999999999958,5,3,-20.270219999999995
44,success,18.677999999999997,5,1,-14.307459999999999
45,collision,20.923000000000002,5,3,-20.16032268070926
46,collision,17.05899999999997,5,4,-23.194129999999998
47,success,13.535999999999945,4,2,-16.947519999999997
48,collision,20.289999999999964,5,3,-20.420299999999997
49,collision,15.42100000000005,4,4,-23.079470000000004
50,success,15.967000000000098,4,1,-14.117690000000007
51,success,13.31899999999996,4,2,-16.932329999999997
52,collision,11.503999999999905,3,3,-19.805279999999993
53,collision,23.883000000000038,6,5,-26.22886832903351
54,collision,24.289999999999964,6,5,-26.69320891870064
55,success,18.593000000000075,5,1,-14.301510000000004
56,collision,14.585000000000036,4,6,-29.020950000000003
57,collision,21.605999999999995,6,7,-32.34617381722703
58,collision,29.35200000000009,8,3,-20.8942133543064
59,collision,22.70399999999995,6,4,-23.589279999999995
60,timeout,47.6400000000001,11,0,-12.812183246185139
61,collision,21.327999999999975,5,6,-29.492959999999997
62,success,29.409000000000106,7,2,-17.67255272588703
63,collision,20.688000000000102,5,9,-37.509985222252745
64,success,17.838999999999942,5,1,-14.248729999999995
65,collision,14.934999999999945,4,3,-20.045449999999995
66,success,13.880999999999858,4,1,-13.97166999999999
67,collision,19.77500000000009,5,5,-25.58030918844498
68,collision,19.689000000000078,5,5,-26.378230000000006
69,success,13.955999999999904,4,2,-16.976919999999993
70,collision,29.144999999999982,7,10,-39.225600764383216
71,timeout,34.052999999999884,8,8,-36.383709999999994
72,collision,13.054000000000087,4,3,-19.913780000000006
73,success,12.688000000000102,4,0,-10.888160000000008
74,success,25.960000000000036,7,2,-17.761666858865315
75,collision,11.301999999999907,3,3,-19.791139999999995
76,collision,32.23199999999997,8,18,-63.94140410976286
77,collision,14.767000000000053,4,4,-23.033690000000004
78,collision,18.057000000000016,5,5,-26.26399
79,success,13.791999999999916,4,2,-16.965439999999994
80,collision,10.066000000000031,3,3,-19.704620000000006
81,timeout,34.04399999999987,8,7,-33.38307999999999
82,success,15.738000000000056,4,2,-17.101660000000003
83,collision,28.89800000000014,7,6,-29.447922737171446
84,success,14.585000000000036,4,2,-17.020950000000003
85,success,13.951000000000022,4,2,-16.976570000000002
86,success,10.044000000000096,3,0,-10.703080000000007
87,success,29.882000000000062,8,1,-14.775097969188582
88,collision,19.3420000000001,5,8,-35.35394000000001
89,collision,52.1279999999997,13,7,-34.29398011224517
90,success,14.350999999999658,4,2,-17.004569999999976
91,collision,18.565999999999804,5,11,-44.29961999999999
92,collision,20.4670000000001,5,5,-25.995260113219093
93,collision,33.858999999999924,9,6,-29.645234935736113
94,collision,18.54699999999957,5,3,-20.298289999999973
95,collision,20.544999999999618,5,8,-34.728187207196896
96,collision,22.77300000000014,6,3,-20.594110000000008
97,success,13.606999999999971,4,1,-13.952489999999997
98,success,22.83699999999999,6,2,-17.59859
99,collision,15.078999999999724,4,6,-29.05552999999998
100,collision,14.230000000000018,4,4,-22.996100000000002
